"denuncia_fecha","denuncia_previa","derivacion_seguimiento","llamante_anonimo","llamante_es_victima","llamante_genero","llamante_rango_etario","llamante_provincia","victima_identificada_genero","victima_identificada_rango_etario","victima_identificada_discapacidad","victima_identificada_embarazada","victima_identificada_provincia_origen","victima_identificada_nacionalidad","denunciado_genero","denunciado_rango_etario","denunciado_provincia","connivencia_fuerzas_seguridad","connivencia_poder_politico","victimas_estimadas_cantidad","victimas_estimadas_genero","victimas_estimadas_rango_etario","victimas_estimadas_provincia_hecho","denuncia_tipo_explotacion","denuncia_via_ingreso","acercamiento_tipo","derivacion_organismo","derivacion_fecha","llamante_provincia_indec_id","victima_identificada_provincia_origen_indec_id","denunciado_provincia_indec_id","victimas_estimadas_provincia_hecho_indec_id"
"2019-04-01","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","NS/NC","Femenino","NS/NC","NO","NO","Mendoza","NS/NC","Femenino","NS/NC","Mendoza","No","No","1","Femenino","NS/NC","Mendoza","Explotación Sexual","Línea 145","NS/NC","Protex","2019-04-01","","50","50","50"
"2019-04-01","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","NS/NC","Presencia de M y H","NS/NC","no","no","NS/NC","nS/NC","Masculino","nS/NC","NS/NC","no","no","NS/NC","Presencia de M y H","NSnC","CABA ","Pornografía Infantil","Línea 145","NS/NC","Area Legal para judicializar","2019-04-01","","","","02"
"2019-04-01","Nueva","No","No","No es Víctima","Masculino","25","Misiones","Femenino","48","No","No","Misiones","NS/NC","Femenino","NS/NC","Misiones","No","No","1","Femenino","48","Misiones","Explotación Laboral","Línea 145","ONG-Organismos nacionales","Gendarmería y Protex","2019-04-01","54","54","54","54"
"2019-04-01","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","CABA","Femenino","NS/NC","No","No","CABA","NS/NC","NS/NC","NS/NC","CABA","No","No","NS/NC","Femenino","NS/NC","CABA","Publicidad de Oferta Sexual","Línea 145","NS/NC","Area Legal para judicializar","2019-04-01","02","02","02","02"
"2019-04-01","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","9","No","No","Buenos Aires","NS/NC","Femenino","NS/NC","Buenos Aires","no","no","2","Femenino","9","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Policía Federal y Protex","2019-04-01","06","06","06","06"
"2019-04-01","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","CABA","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","2019-04-01","02","","","02"
"2019-04-01","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Chaco","femenino","14","no","no","Chaco","Argentina","Femenino","27","Chaco","no","no","1","femenino","14","Chaco","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-04-01","22","22","22","22"
"2019-04-01","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","10","No","No","Buenos Aires","Argentina","Femenino","NS/NC","Buenos Aires","No","No","NS/NC","Femenino","10","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Policía Federal y Protex","2019-04-01","06","06","06","06"
"2019-04-01","Nueva","No","No","No es Víctima","Femenino","NS/NC","NS/NC","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","NS/NC","NS/NC","Publicidad de Oferta Sexual","Correo Electrónico","NS/NC","Area Legal para judicializar","2019-04-01","","","",""
"2019-04-02","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Córdoba","Femenino","16","No","No","Córdoba","Argentina","Masculino","30","Córdoba","no","no","1","Femenino","16","Córdoba","Grooming","Línea 145","NS/NC","Protex ","2019-04-02","14","14","14","14"
"2019-04-02","Ampliatoria","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Presencia de M y H","12","No","No","NS/NC","Países Limítrofes","Femenino","NS/NC","Buenos Aires","No","No","6","Presencia de M y H","2","Buenos Aires","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-04-02","06","","06","06"
"2019-04-02","Nueva","No","No","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","18","NO","NO","Buenos Aires","Argentina","NS/NC","NS/NC","NS/NC","No","NO","1","Femenino","18","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-04-02","06","06","","06"
"2019-04-02","Nueva","no","Sí","No es Víctima","Femenino","NS/NC","NS/NC","FEMENINO","15","NO","NO","NS/NC","NS/NC","Presencia de M y H","NS/NC","NS/NC","NO","NO","2","FEMENINO","15","Buenos Aires","Traslado de personas","Línea 145","NS/NC","Protex ","2019-04-02","","","","06"
"2019-04-02","Nueva","No","No","No es Víctima","Femenino","NS/NC","CABA","NS/NC","12","No","No","Misiones","NS/NC","NS/NC","NS/NC","NS/NC","No","No","2","Femenino","12","Río Negro","Traslado de personas","Línea 145","ONG-Organismos nacionales","Gendarmería y Protex","2019-04-02","02","54","","62"
"2019-04-03","Nueva","no","No","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","17","No","No","NS/NC","NS/NC","Masculino","50","Buenos Aires","no","No","NS/NC","Femenino","17","Buenos Aires","Posible captación","Línea 145","NS/NC","Protex ","2019-04-03","06","","06","06"
"2019-04-03","Nueva","No","No","Víctima Directa","Masculino","40","Mendoza","Presencia de M y H","40","No","No","Mendoza","Argentina","Masculino","60","Buenos Aires","No","No","6","Presencia de M y H","1","Mendoza","Explotación Laboral","Línea 145","TV","Protex ","2019-04-03","50","50","06","50"
"2019-04-03","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","15","No","No","NS/NC","NS/NC","Masculino","NS/NC","NS/NC","No","No","NS/NC","Femenino","15","Buenos Aires","Explotación Sexual","Línea telefónica institucional","ONG-Organismos nacionales","Protex ","2019-04-03","06","","","06"
"2019-04-03","Nueva","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","22","No","No","Buenos Aires","Argentina","Femenino","NS/NC","Buenos Aires","No","No","3","Presencia de M y H","22","Buenos Aires","Reducción a la servidumbre o situaciones análogas","Línea 145","ONG-Organismos nacionales","Policía Federal y Protex","2019-04-03","06","06","06","06"
"2019-04-03","Nueva","No","No","No es Víctima","Femenino","NS/NC","CABA","Femenino","38","Sí","No","CABA","Argentina","Masculino","NS/NC","CABA","No","No","1","Femenino","38","CABA","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Protex ","2019-04-03","02","02","02","02"
"2019-04-03","Nueva","No","Sí","Víctima Directa","Femenino","56","Mendoza","Femenino","NS/NC","No","No","Buenos Aires","Argentina","Femenino","NS/NC","Mendoza","No","No","1","Femenino","56","Mendoza","Explotación Sexual","Línea 145","Internet","Protex ","2019-04-03","50","06","50","50"
"2019-04-03","Nueva","No","Sí","No es Víctima","masculino","NS/NC","Buenos aires","Presencia de M y Trans","ns/nc","no","No","Buenos aires","NS/NC","masculino","ns/nc","ns/nc","No","No","30","Presencia de M y Trans","NS/NC","BUENOS AIRES","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-04-03","06","06","","06"
"2019-04-03","Nueva","No","No","Víctima Directa","Femenino","36","Mendoza","Femenino","36","No","No","San Luis","Argentina","Femenino","36","Mendoza","No","No","1","Femenino","36","Mendoza","Posible captación","Línea 145","NS/NC","Protex ","2019-04-03","50","74","50","50"
"2019-04-04","Nueva","No","No","No es Víctima","Femenino","NS/NC","Santa Fe","Femenino","15","No","No","Santa Fe","Argentina","Presencia de M y H","NS/NC","Santa Fe","No","No","1","Femenino","15","Santa Fe","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Protex ","2019-04-04","82","82","82","82"
