"denuncia_fecha","denuncia_previa","derivacion_seguimiento","llamante_anonimo","llamante_es_victima","llamante_genero","llamante_rango_etario","llamante_provincia","victima_identificada_genero","victima_identificada_rango_etario","victima_identificada_discapacidad","victima_identificada_embarazada","victima_identificada_provincia_origen","victima_identificada_nacionalidad","denunciado_genero","denunciado_rango_etario","denunciado_provincia","connivencia_fuerzas_seguridad","connivencia_poder_politico","victimas_estimadas_cantidad","victimas_estimadas_genero","victimas_estimadas_rango_etario","victimas_estimadas_provincia_hecho","denuncia_tipo_explotacion","denuncia_via_ingreso","acercamiento_tipo","derivacion_organismo","derivacion_fecha","llamante_provincia_indec_id","victima_identificada_provincia_origen_indec_id","denunciado_provincia_indec_id","victimas_estimadas_provincia_hecho_indec_id"
"2018-09-01","No","No","No","No","Femenino","26 a 40","Buenos Aires","Femenino","0 a 13","No","No","Buenos Aires","Argentina","Femenino","No sabe/no contesta","Buenos Aires","No","No","2","Femenino","0 a 13","Buenos Aires","Desaparición","Línea 145","Boca en boca","Protex","2018-09-01","06","06","06","06"
"2018-09-01","Sí","No","No","No","Femenino","26 a 40","Buenos Aires","Femenino","0 a 13","No","No","Buenos Aires","Argentina","Femenino","No sabe/no contesta","Buenos Aires","No","No","2","Femenino","0 a 13","Buenos Aires","Explotación sexual","Línea 145","Otros","Protex","2018-09-01","06","06","06","06"
"2018-09-01","Sí","No","Sí","No","Masculino","61 en adelante","Buenos Aires","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Buenos Aires","No refiere","Masculino","26 a 40","Buenos Aires","No","No","2","Femenino","16 a 17 (específico para trabajo adolescente)","Buenos Aires","Explotación sexual","Línea 145","TV","Protex","2018-09-01","06","06","06","06"
"2018-09-01","No","No","No","No","Femenino","26 a 40","Santiago del Estero","Femenino","18 a 25","No","No","Santiago del Estero","No refiere","Masculino","No sabe/no contesta","Sin dato/no contesta","No","No","0","Femenino","No sabe/no contesta","Santiago del Estero","Desaparición","Línea 145","Boca en boca","Protex","2018-09-02","86","86","","86"
"2018-09-02","No","No","Sí","No","Femenino","41 a 60","Buenos Aires","Situaciones con hombres y mujeres o trans (varios)","16 a 17 (específico para trabajo adolescente)","No","No","Buenos Aires","Extranjera","Situaciones con hombres y mujeres o trans (varios)","41 a 60","Buenos Aires","No","No","4","Situaciones con hombres y mujeres o trans (varios)","16 a 17 (específico para trabajo adolescente)","Buenos Aires","Explotación laboral","Línea 145","Boca en boca","Fuerzas de seguridad federal","2018-09-02","06","06","06","06"
"2018-09-02","No","No","Sí","No","Masculino","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Femenino","26 a 40","No","No","Ciudad Autónoma de Buenos Aires","No refiere","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","5","Femenino","26 a 40","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Otros","Área legal para judicializar","2018-09-02","02","02","","02"
"2018-09-02","Sí","No","Sí","No","Femenino","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Femenino","No sabe/no contesta","No","No","Chubut","No refiere","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","5","Femenino","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Otros","Área legal para judicializar","2018-09-02","02","26","","02"
"2018-09-02","Sí","No","Sí","No","Femenino","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","No sabe/no contesta","No sabe/no contesta","No","No","Chubut","No refiere","Masculino","No sabe/no contesta","Sin dato/no contesta","No","No","5","Femenino","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Otros","Área legal para judicializar","2018-09-02","02","26","","02"
"2018-09-03","Sí","No","Sí","No","Masculino","61 en adelante","Ciudad Autónoma de Buenos Aires","Femenino","No sabe/no contesta","No","No","Chubut","No refiere","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","5","Femenino","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Boca en boca","Área legal para judicializar","2018-09-03","02","26","","02"
"2018-09-03","No","No","No","No","Masculino","41 a 60","Santa Fe","Masculino","14 a 15","No","No","Sin dato/no contesta","Extranjera","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","20","Masculino","14 a 15","Santa Fe","Explotación laboral","Línea 145","Internet","Protex","2018-09-03","82","","","82"
