"denuncia_fecha","denuncia_previa","derivacion_seguimiento","llamante_anonimo","llamante_es_victima","llamante_genero","llamante_rango_etario","llamante_provincia","victima_identificada_genero","victima_identificada_rango_etario","victima_identificada_discapacidad","victima_identificada_embarazada","victima_identificada_provincia_origen","victima_identificada_nacionalidad","denunciado_genero","denunciado_rango_etario","denunciado_provincia","connivencia_fuerzas_seguridad","connivencia_poder_politico","victimas_estimadas_cantidad","victimas_estimadas_genero","victimas_estimadas_rango_etario","victimas_estimadas_provincia_hecho","denuncia_tipo_explotacion","denuncia_via_ingreso","acercamiento_tipo","derivacion_organismo","derivacion_fecha","llamante_provincia_id","victima_identificada_provincia_origen_id","denunciado_provincia_id","victimas_estimadas_provincia_hecho_id"
"2019-06-01","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","30","No","No","NS/NC","Países Limítrofes","Femenino","NS/NC","NS/NC","Sí","No","1","Femenino","30","NS/NC","Posible captación","Línea 145","NS/NC","Protex ","2019-06-01","06","","",""
"2019-06-01","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","35","No","No","NS/NC","Países Limítrofes","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","35","NS/NC","Posible captación","Línea 145","NS/NC","Protex ","2019-06-01","06","","",""
"2019-06-01","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Córdoba","Femenino","16","No","No","Córdoba","NS/NC","Femenino","41","Córdoba","No","No","5","Femenino","16","Córdoba","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-06-01","14","14","14","14"
"2019-06-01","Ampliatoria","no","No","No es Víctima","Femenino","NS/NC","CABA","Femenino","30","No","No","CABA","Argentina","Masculino","NS/NC","Tierra del Fuego","No","No","1","Femenino","30","NS/NC","Posible captación","Línea 145","NS/NC","Protex ","2019-06-01","02","02","94",""
"2019-06-01","Ampliatoria","No","Sí","No es Víctima","Masculino","NS/NC","Córdoba","Femenino","16","No","No","Córdoba","NS/NC","Femenino","41","Córdoba","No","No","5","Femenino","16","Córdoba","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-06-01","14","14","14","14"
"2019-06-01","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","CABA","Femenino","30","No","No","CABA","Argentina","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","30","NS/NC","Posible captación","Línea 145","NS/NC","Protex ","2019-06-01","02","02","",""
"2019-06-01","Nueva","No","No","No es Víctima","Femenino","30","Misiones","Femenino","25","No","No","NS/NC","Otros Países","NS/NC","NS/NC","NS/NC","Sí","No","1","Femenino","30","Misiones","Explotación Sexual","Línea 145","Internet","Gendarmería y Protex","2019-06-01","54","","","54"
"2019-06-01","Ampliatoria","No","Sí","No es Víctima","Masculino","NS/NC","Corrientes","Femenino","27","NO","NO","NS/NC","NS/NC","Masculino","NS/NC","Corrientes","Sí","Sí","NS/NC","Femenino","NS/NC","Corrientes","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-06-01","18","","18","18"
"2019-06-02","Ampliatoria","No","Sí","No es Víctima","Femenino","NS/NC","CABA","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","NS/NC","CABA","Posible captación","Correo Electrónico","NS/NC","Area Legal del PNR (ya judicializada)","2019-06-02","02","","","02"
"2019-06-02","Nueva","No","Sí","No es Víctima","Masculino","40","Santa Fe","Femenino","18","No","No","Santa Fe","NS/NC","Femenino","NS/NC","Santa Fe","No","No","5","Femenino","18","Santa Fe","Explotación Sexual","Línea 145","TV","Protex ","2019-06-02","82","82","82","82"
"2019-06-02","Ampliatoria","No","No","No es Víctima","Femenino","30","Misiones","Femenino","25","No","No","NS/NC","Otros Países","NS/NC","NS/NC","NS/NC","Sí","No","1","Femenino","30","Misiones","Explotación Sexual","Línea 145","Internet","Protex ","2019-06-02","54","","","54"
"2019-06-02","Nueva","no","Sí","No es Víctima","Femenino","NS/NC","Mendoza","Femenino","23","NO","NO","Mendoza","Argentina","Masculino","NS/NC","San Luis","No","No","1","Femenino","23","San Luis","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-06-02","50","50","74","74"
"2019-06-03","Nueva","No","No","No es Víctima","Masculino","NS/NC","San Juan","Presencia de M y H","4","No","No","San Juan","NS/NC","Femenino","NS/NC","San Juan","Sí","No","NS/NC","Presencia de M y H","4","San Juan","Pornografía Infantil","Línea 145","NS/NC","Protex ","2019-06-03","70","70","70","70"
"2019-06-03","Nueva","No","Sí","No es Víctima","Femenino","35","Entre Ríos","Presencia de M y H","NS/NC","No","No","NS/NC","NS/NC","Presencia de M y H","65","Entre Ríos","No","Sí","NS/NC","Presencia de M y H","NS/NC","Entre Ríos","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-06-03","30","","30","30"
